graph_seed,config,reward_variant,g_stop,g_fixed_trajectory,fixed_beats_stop,fixed_ever_beats_stop,first_crossover_removed_fraction,trained_final_removed,trained_stopped_early
0,RL baseline (sec=1.0 util=1.0 cost=0.1),incremental,0.0,8.29994017661986,True,True,0.0505050505050505,0.5005611672278338,False
0,RL baseline (sec=1.0 util=1.0 cost=0.1),terminal,0.0,1.0713400705592424,True,True,0.5005611672278338,0.1515151515151515,True
0,RL high-security (sec=3.0 util=1.0 cost=0.1),incremental,-2.0,-0.8966178810162,True,True,0.0505050505050505,0.5499438832772165,False
0,RL high-security (sec=3.0 util=1.0 cost=0.1),terminal,-2.0,0.7561182488145712,True,True,0.0505050505050505,0.3512906846240179,True
0,RL very-high-security (sec=10.0 util=1.0 cost=0.1),incremental,-9.0,-33.084571082742414,False,True,0.0505050505050505,0.0,True
0,RL very-high-security (sec=10.0 util=1.0 cost=0.1),terminal,-9.0,-0.3471581272917775,True,True,0.0505050505050505,0.5016835016835017,False
0,RL security-only (sec=1.0 util=0.0 cost=0.1),incremental,-1.0,-4.802875421403575,False,True,0.0505050505050505,0.0,True
0,RL security-only (sec=1.0 util=0.0 cost=0.1),terminal,-1.0,-0.1891587488899759,True,True,0.0505050505050505,0.5016835016835017,False
1,RL baseline (sec=1.0 util=1.0 cost=0.1),incremental,0.0,2.720100669229008,True,True,0.0505050505050505,0.5005611672278338,False
1,RL baseline (sec=1.0 util=1.0 cost=0.1),terminal,0.0,0.3192417494185638,True,True,0.5005611672278338,0.5039281705948373,False
1,RL high-security (sec=3.0 util=1.0 cost=0.1),incremental,-2.0,-6.059393646787389,False,True,0.0505050505050505,0.0,True
1,RL high-security (sec=3.0 util=1.0 cost=0.1),terminal,-2.0,0.07544680970405857,True,True,0.0505050505050505,0.5005611672278338,False
1,RL very-high-security (sec=10.0 util=1.0 cost=0.1),incremental,-9.0,-36.78762375284479,False,True,0.0505050505050505,0.0,True
1,RL very-high-security (sec=10.0 util=1.0 cost=0.1),terminal,-9.0,-0.7778354792967096,True,True,0.0505050505050505,0.4511784511784511,True
1,RL security-only (sec=1.0 util=0.0 cost=0.1),incremental,-1.0,-4.594343550593745,False,True,0.0505050505050505,0.0,True
1,RL security-only (sec=1.0 util=0.0 cost=0.1),terminal,-1.0,-0.15344530787489297,True,True,0.0505050505050505,0.5016835016835017,False
2,RL baseline (sec=1.0 util=1.0 cost=0.1),incremental,0.0,4.357662941150436,True,True,0.0505050505050505,0.5005611672278338,False
2,RL baseline (sec=1.0 util=1.0 cost=0.1),terminal,0.0,0.9398134921638184,True,True,0.5005611672278338,0.2502805836139169,True
2,RL high-security (sec=3.0 util=1.0 cost=0.1),incremental,-2.0,-3.1014790829723204,False,True,0.0505050505050505,0.5005611672278338,False
2,RL high-security (sec=3.0 util=1.0 cost=0.1),terminal,-2.0,0.676663218490604,True,True,0.0505050505050505,0.3512906846240179,True
2,RL very-high-security (sec=10.0 util=1.0 cost=0.1),incremental,-9.0,-29.208476167401976,False,True,0.0505050505050505,0.0,True
2,RL very-high-security (sec=10.0 util=1.0 cost=0.1),terminal,-9.0,-0.24436273936564643,True,True,0.0505050505050505,0.452300785634119,True
2,RL security-only (sec=1.0 util=0.0 cost=0.1),incremental,-1.0,-3.9341674046469253,False,True,0.0505050505050505,0.0,True
2,RL security-only (sec=1.0 util=0.0 cost=0.1),terminal,-1.0,-0.16312297485424754,True,True,0.0505050505050505,0.5005611672278338,False
3,RL baseline (sec=1.0 util=1.0 cost=0.1),incremental,0.0,3.422190047994521,True,True,0.0505050505050505,0.5016835016835017,False
3,RL baseline (sec=1.0 util=1.0 cost=0.1),terminal,0.0,0.5670180587518657,True,True,0.5005611672278338,0.5016835016835017,False
3,RL high-security (sec=3.0 util=1.0 cost=0.1),incremental,-2.0,-4.67370236837436,False,True,0.0505050505050505,0.5499438832772165,False
3,RL high-security (sec=3.0 util=1.0 cost=0.1),terminal,-2.0,0.3235797729203431,True,True,0.0505050505050505,0.5028058361391694,False
3,RL very-high-security (sec=10.0 util=1.0 cost=0.1),incremental,-9.0,-33.00932582566544,False,True,0.0505050505050505,0.0,True
3,RL very-high-security (sec=10.0 util=1.0 cost=0.1),terminal,-9.0,-0.5284542274899862,True,True,0.0505050505050505,0.5028058361391694,False
3,RL security-only (sec=1.0 util=0.0 cost=0.1),incremental,-1.0,-4.252542600769986,False,True,0.0505050505050505,0.0,True
3,RL security-only (sec=1.0 util=0.0 cost=0.1),terminal,-1.0,-0.1532669809334017,True,True,0.0505050505050505,0.5016835016835017,False
4,RL baseline (sec=1.0 util=1.0 cost=0.1),incremental,0.0,1.303968575394002,True,True,0.3019079685746352,0.5016835016835017,False
4,RL baseline (sec=1.0 util=1.0 cost=0.1),terminal,0.0,0.35189004045590744,True,True,0.5005611672278338,0.4006734006734006,True
4,RL high-security (sec=3.0 util=1.0 cost=0.1),incremental,-2.0,-8.440420095772387,False,True,0.0505050505050505,0.0,True
4,RL high-security (sec=3.0 util=1.0 cost=0.1),terminal,-2.0,0.015829330384937078,True,True,0.0505050505050505,0.4006734006734006,True
4,RL very-high-security (sec=10.0 util=1.0 cost=0.1),incremental,-9.0,-42.54578044485476,False,True,0.0505050505050505,0.0,True
4,RL very-high-security (sec=10.0 util=1.0 cost=0.1),terminal,-9.0,-1.1603831548634589,True,True,0.0505050505050505,0.452300785634119,True
4,RL security-only (sec=1.0 util=0.0 cost=0.1),incremental,-1.0,-5.076790728168741,False,True,0.0505050505050505,0.0,True
4,RL security-only (sec=1.0 util=0.0 cost=0.1),terminal,-1.0,-0.19957819305312552,True,True,0.0505050505050505,0.4511784511784511,True
5,RL baseline (sec=1.0 util=1.0 cost=0.1),incremental,0.0,2.9602748261519163,True,True,0.0505050505050505,0.5499438832772165,False
5,RL baseline (sec=1.0 util=1.0 cost=0.1),terminal,0.0,0.427323129885658,True,True,0.5005611672278338,0.49943883277216605,True
5,RL high-security (sec=3.0 util=1.0 cost=0.1),incremental,-2.0,-6.760505166838,False,True,0.0505050505050505,0.5005611672278338,False
5,RL high-security (sec=3.0 util=1.0 cost=0.1),terminal,-2.0,0.0845662462430366,True,True,0.0505050505050505,0.39842873176206506,True
5,RL very-high-security (sec=10.0 util=1.0 cost=0.1),incremental,-9.0,-40.78323514230271,False,True,0.0505050505050505,0.0,True
5,RL very-high-security (sec=10.0 util=1.0 cost=0.1),terminal,-9.0,-1.1150828465061382,True,True,0.0505050505050505,0.5016835016835017,False
5,RL security-only (sec=1.0 util=0.0 cost=0.1),incremental,-1.0,-5.064986389080504,False,True,0.0505050505050505,0.0,True
5,RL security-only (sec=1.0 util=0.0 cost=0.1),terminal,-1.0,-0.20292627983895106,True,True,0.0505050505050505,0.5028058361391694,False
6,RL baseline (sec=1.0 util=1.0 cost=0.1),incremental,0.0,18.579977187567895,True,True,0.0505050505050505,0.5005611672278338,False
6,RL baseline (sec=1.0 util=1.0 cost=0.1),terminal,0.0,1.7491295038944359,True,True,0.5005611672278338,0.2514029180695847,True
6,RL high-security (sec=3.0 util=1.0 cost=0.1),incremental,-2.0,10.500882464292763,True,True,0.0505050505050505,0.5028058361391694,False
